Archivo,Distrito,Mes,H01_02,H01_04,H01_05,H01_06,H01_07,H01_08,H01_09,H01_10,H01_11,H01_12,H01_13,H01_14,H01_15,H01_16,H02_01,H02_02,H02_03,H02_04,H02_05,H02_06,H02_07,H02_08,H02_09,H02_10,H02_11,H02_12,H02_13,H02_14,H02_15,H02_16,H02_17,H02_18,H02_19,H02_20,H02_21,H02_22,H02_23,H02_24,H02_25,H02_26,H03_01,H03_02,H03_03,H03_04,H03_05,H03_06,H03_07,H03_08,H03_09,H03_10,H03_11,H03_12,H03_13,H03_14,H03_15,H03_16,H03_17,H03_18,H03_19,H03_20,H03_21,H03_22,H04_01,H04_02,H04_03,H04_04,H04_05,H04_06,H04_07,H04_08,H04_09,H04_10,H04_11,H04_12,H05_01,H05_02,H05_03,H05_04,H05_05,H05_06,H05_07,H05_08,H05_09,H05_10,H05_11,H05_12,H05_13,H05_14,H05_15,H05_16,H05_17,H05_18,H05_19,H05_20,H05_21,H05_22,H05_23,H05_24,H05_25,H05_26,H05_27,H05_28,H05_29,H05_30,H05_31,H05_32,H05_33,H05_34,H05_35,H05_36,H05_37,H05_38,H05_39,H05_40,H05_510_2023,H05_51d_2023,H05_52d_2023,H05_53d_2023,H05_54d_2023,H05_55d_2023,H05_56d_2023,H05_57d_2023,H05_58d_2023,H05_59d_2023,H06_01,H06_02,H06_03,H06_04,H06_05,H06_06,H06_07,H06_08,H06_09,H06_10,H06_100,H06_101,H06_102,H06_103,H06_104,H06_105,H06_106,H06_107,H06_108,H06_109,H06_11,H06_110,H06_111,H06_112,H06_113,H06_114,H06_115,H06_116,H06_117,H06_12,H06_13,H06_14,H06_15,H06_16,H06_17,H06_18,H06_19,H06_20,H06_21,H06_22,H06_23,H06_24,H06_25,H06_26,H06_27,H06_28,H06_29,H06_30,H06_31,H06_32,H06_33,H06_34,H06_35,H06_36,H06_37,H06_38,H06_39,H06_40,H06_41,H06_42,H06_43,H06_44,H06_45,H06_46,H06_47,H06_48,H06_49,H06_50,H06_51,H06_52,H06_53,H06_54,H06_55,H06_56,H06_57,H06_58,H06_59,H06_60,H06_61,H06_62,H06_63,H06_64,H06_65,H06_66,H06_67,H06_68,H06_69,H06_70,H06_71,H06_72,H06_73,H06_74,H06_75,H06_76,H06_77,H06_78,H06_79,H06_80,H06_81,H06_82,H06_83,H06_84,H06_85,H06_86,H06_87,H06_88,H06_89,H06_90,H06_91,H06_92,H06_93,H06_94,H06_95,H06_96,H06_97,H06_98,H06_99,H07_01,H07_02,H07_03,H07_04,H07_05,H07_06,H07_07,H07_08,H07_09,H07_10,H07_11,H07_12,H07_13,H07_14,H07_15,H07_16,H07_17,H07_18,H07_19,H07_20,H07_21,H07_22,H07_23,H07_24,H07_25,H07_26,H07_27,H07_28,H07_29,H07_30,H07_31,H07_32,H07_33,H07_34,H07_35,H07_36,H07_37,H07_38,H07_39,H07_40,H07_41,H07_42,H07_43,H07_44,H07_45,H07_46,H07_47,H07_48,H07_49,H07_50,H07_51,H07_52,H07_53,H07_54,H07_55,H07_56,H07_57,H07_58,H07_59,H07_60,H07_61,H07_62,H07_63,H07_64,H07_65,H07_66,H07_67,H07_68,H07_69,H07_70,H07_71,H07_72,H07_73,H07_74,H07_75,H07_76,H07_77,H07_78,H07_79,H07_80,H07_81,H07_82,H07_83,H07_84,H07_85,H07_86,H07_87,H07_88,H07_89,H07_90,H07_91,H07_92,H07_93,H07_94,H07_95,H07_96,H07_97,H08_01,H08_02,H08_03,H08_04,H08_05,H08_06,H08_07,H08_08,H08_09,H08_10,H08_11,H08_12,H08_13,H08_14,H08_15,H08_16,H08_17,H08_18,H08_19,H08_20,H08_21,H08_22,H08_23,H08_24,H08_25,H08_26,H08_27,H08_28,H08_29,H08_30,H08_31,H08_32,H08_33,H08_34,H08_35,H08_36,H08_37,H08_38,H08_39,H08_40,H08_41,H08_42,H08_43,H08_44,H08_45,H08_46,H08_47,H08_48,H08_49,H08_50,H08_51,H08_52,H08_53,H08_54,H08_81_2023,H08_821a_2023,H08_821b_2023,H08_821c_2023,H08_822a_2023,H08_822b_2023,H08_822c_2023,H08_822d_2023,H08_822e_2023,H08_823a_2023,H08_823b_2023,H08_83a_2023,H09_01,H09_02,H09_03,H09_04,H09_05,H09_06,H09_07,H09_08,H09_09,H09_10,H09_11,H09_12,H09_13,H09_14,H09_15,H09_16,H09_17,H09_18,H09_19,H09_20,H09_21,H09_22,H09_23,H09_24,H09_25,H09_26,H09_27,H09_28,H09_29,H09_30,H09_31,H09_32,H09_33,H09_34,H09_35,H09_36,H09_37,H09_38,H09_39,H09_40,H09_41,H09_42,H09_43,H09_44,H09_45,H09_46,H09_47,H09_48,H11_01,H11_02,H11_03,H11_04,H11_05,H11_06,H11_07,H11_08,Nombre.del.órgano.jurisdiccional,Domicilio,Clave.del.órgano.jurisdiccional,Sede,Entidad.federativa,Clave.del.área.geoestadística.estatal.(AGEE),Municipio/.demarcación.territorial,Clave.del.área.geoestadística.municipal.(AGEM),Periodo
Archivo_EST-23.xls,23,Enero,,1,91,133,0,0,1,90,0,128,0,63,29,4,,,,,,,,,1,,,,,,1,,67,,4,,4,,,,2,,,,48,,,,,,,,,,1,,,,,,,,0,0,1215,12,5,1,949,678,8,7,135,450,201,,24,5,13,0,2,,,,,,11,4,39,7,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,6,0,1,0,5,19,0,0,25,4,0,0,0,0,0,0,3,0,2,1,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,1,47,4,,4,,,3,7,7,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,1,,,2,,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,6,11,86,91,101,197,317,0,0,0,96,0,0,1,39,14,2,3,16,13,1,4,0,35,1,1,1,179,14,13,11,51,2,1,0,38,1,0,1,28,0,0,0,19,1,1,2,3,1,0,1349,10,25,29,23,0,0,0,0,0,0,0,0,,2,,,,,2,,,10,,,,,,1,13,52,,2,1,2,,,7,20,,,3,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,Tribunal Unitario Agrario Distrito 23 ,"Calle Netzahualcoyotl 222, Colonia Centro, Texcoco, México, C.P. 56100",2315099,Texcoco,México,15,Texcoco,099,Enero/2023
Archivo_EST-24.xls,24,Enero,,1,210,440,0,0,0,210,0,137,13,152,53,295,,,,,,,,,,,,,,,,,20,2,32,2,50,5,,,35,4,,,,,,,,,,,,,,,,,,,,,0,0,883,25,5,4,826,433,14,14,133,153,356,0,3,0,18,0,1,0,0,0,0,0,3,8,131,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,33,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,1,,,,3,4,4,13,,,,,,,4,5,86,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,16,5,16,149,284,98,169,706,0,0,0,0,0,3,7,125,57,11,25,61,17,5,5,4,1,0,0,0,46,0,1,0,51,0,0,0,37,0,0,0,4,0,0,0,32,2,3,0,0,0,0,1927,0,193,0,17,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,1,2,4,10,18,16,10,8,26,,,10,20,,,,,,,,,,,,,1,1,,,,,,,,,32,11,3,24,0,3,0,0,Tribunal Unitario Agrario Distrito 24,"Calle Rafael M. Hidalgo 1001, Colonia Américas, Toluca, México, C.P. 50130",2415106,Toluca ,México,15,Toluca ,106,Enero/2023
Archivo_EST-25.xls,25,Enero,,1,97,49,,,,97,,112,4,30,,0,,,,,,,,,,,,,1,,,,24,2,8,,1,,,,18,1,,,57,1,,,,,,,,,3,,,,,,,,0,0,1025,70,211,9,1496,621,37,0,357,264,173,0,6,3,8,7,1,,,,,,16,6,7,2,1,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,68,14,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,9,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,11,1,,2,,2,,,,3,1,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,8,9,142,106,58,155,280,0,0,0,94,0,0,0,25,15,10,9,9,7,3,6,2,8,0,0,0,100,6,7,2,39,1,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1055,12,23,57,5,0,0,0,0,0,0,0,0,,,,,,,,,,10,,2,,0,,0,19,72,11,26,4,12,,,18,8,,,,,,,,,,,,,2,8,,,,,,,,,164,0,3,83,0,0,1,7,Tribunal Unitario Agrario Distrito 25,"Calle Cinco de Mayo 435 Planta Alta, Zona Centro, San Luis Potosí, San Luis Potosí, C.P. 78000",2524028,San Luis Potosí,San Luis Potosí,24,San Luis Potosí,028,Enero/2023
Archivo_EST-27.xls,27,Enero,,1,60,40,0,0,0,60,0,60,0,4,0,36,,,,,,,,,5,,,,,,2,,,,17,,21,,,,,,,,10,,,,,,,,,,5,,,,,,,,0,0,452,35,68,,580,130,4,16,40,107,169,,,,20,15,,,,,,,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,7,4,9,,,,,,,,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,5,1,4,27,135,50,144,128,0,0,0,242,0,0,0,0,0,0,0,0,3,2,1,14,4,1,0,0,77,26,6,1,6,1,2,0,1,1,7,4,3,0,0,0,60,0,0,0,0,0,0,919,0,46,10,4,0,0,0,0,0,0,0,0,,,,,,,,,,5,,,,,,13,,35,2,13,2,15,,,,65,,,,,,,,,,,,,2,3,,,,,,,,,,13,13,31,,11,,6,Tribunal Unitario Agrario Distrito 27 ,"Avenida Dr. de la Torre 113, Colonia Centro, Guasave, Sinaloa, C.P. 81000",2725011,Guasave ,Sinaloa,25,Guasave ,011,Enero/2023
Archivo_EST-28.xls,28,Enero,,1,17,5,,,,17,,15,2,5,,0,,,,,,,,,,,,,,,1,,,,2,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,0,0,220,122,120,3,142,185,1,6,35,35,56,0,8,10,4,2,,,,,,,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,0,1,17,38,4,40,81,0,0,3,17,0,0,0,1,6,0,2,0,8,1,1,1,22,1,1,1,41,0,8,0,78,0,3,0,12,0,0,0,9,0,0,0,8,0,0,0,1,1,0,396,0,2,11,4,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,11,,9,,17,,16,,1,,1,,4,,,,,,,,,,,,,,1,,,,,,,,,45,20,2,1,,,,4,Tribunal Unitario Agrario Distrito 28 ,"Calle Nayarit 81, Colonia San Benito, Hermosillo, Sonora, C.P. 83190",2826030,Hermosillo ,Sonora ,26,Hermosillo ,030,Enero/2023
Archivo_EST-29.xls,29,Enero,,1,90,72,,,,,90,82,7,73,0,0,,,,,,,,,,,,,1,,1,,7,3,,,19,3,,,2,,,,52,1,,,,,,,,,,,,,,,,,0,0,303,3,56,2,829,271,8,0,88,108,115,0,2,1,2,7,0,0,0,0,0,0,1,3,48,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,1,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,3,,,,,,,,,,51,,,,,,,,13,,,,,,,,,,2,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,22,7,6,88,102,25,90,324,0,2,8,60,0,0,5,38,7,1,5,11,3,1,3,6,2,0,0,1,25,9,17,19,23,0,0,4,18,1,0,1,2,0,0,0,30,0,0,0,0,0,0,903,0,13,47,30,0,0,0,0,0,0,0,0,,,,,,,1,,,,,,1,,7,,30,1,,,27,12,,,10,,,,4,3,,,,,,,,,10,,,,,,,,,,401,49,54,129,79,6,50,0,Tribunal Unitario Agrario Distrito 29 ,"Calle Tulipanes 301, Fraccionamiento Lago Ilusiones, Col. Adolfo López Mateos, Villahermosa, Tabasco, C.P. 86040",2927004,Villahermosa,Tabasco,27,Centro,004,Enero/2023
Archivo_EST-30.xls,30,Enero,,1,64,0,0,0,0,64,0,64,0,0,0,0,,,,,,,,,,,,,,,1,,9,,9,,3,,,,1,,,,41,,,,,,,,,,,,,,,,,,0,0,192,153,245,1,510,699,3,0,141,130,95,0,3,1,10,6,0,0,0,0,0,0,10,11,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,2,2,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,15,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,1,5,,,,,,,1,1,8,,,,,,,1,,1,1,,,,1,,1,,,,,,,,,,,,,,2,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,2,28,68,22,58,223,0,0,0,53,0,0,0,0,5,4,9,10,11,0,3,2,21,0,0,0,62,9,13,3,38,3,3,0,2,0,0,0,5,0,0,0,0,0,0,0,3,1,0,691,0,23,41,0,0,0,0,0,0,0,0,0,,,,,,,,,1,1,,,,,2,9,6,9,5,9,4,5,,,4,12,,,2,8,,,,,,,,,2,,,,,,,,,,171,,,,,1,,,Tribunal Unitario Agrario Distrito 30 ,"Boulevard Tamaulipas 1113, Fraccionamiento Las Palmas, Ciudad Victoria, Tamaulipas, C.P. 87050",3028041,Ciudad Victoria ,Tamaulipas,28,Victoria,041,Enero/2023
Archivo_EST-31.xls,31,Enero,,1,73,36,0,0,0,73,0,64,5,40,0,0,,,,,,,,,,,,,,,3,,1,,8,1,1,4,,,4,,,,43,,1,,,,,,,,3,,,,,,,,0,0,210,8,73,21,855,825,7,23,817,300,113,0,15,9,11,2,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,8,0,0,39,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,1,1,,5,,,,,,,,,7,,,,,,,,2,2,,,,,,,,4,,,,,,,,,,,,,4,,1,39,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,4,2,3,66,67,21,66,285,0,0,0,132,0,0,0,20,2,1,2,3,2,0,1,0,4,0,0,0,88,8,26,6,9,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,1,1,0,828,0,12,41,20,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,3,2,,21,,51,5,75,1,13,,,3,3,,,,1,,1,,,,,,,3,10,,,,,,,,,22,,,2,3,,1,2,Tribunal Unitario Agrario Distrito 31 ,"Avenida Culturas Veracruzanas 348, Colonia Reserva Territorial, Xalapa, Veracruz de Ignacio de la Llave, C.P. 91096",3130087,Xalapa,Veracruz de Ignacio de la Llave,30,Xalapa,087,Enero/2023
Archivo_EST-32.xls,32,Enero,,1,74,18,,,,74,,68,,16,2,6,,,,,,,,,,,,,,,,,,,33,,28,,,,1,,,,1,,,,,,,,,,5,,,,,,,,0,0,415,198,62,1,931,37,6,6,24,119,195,0,2,0,12,4,0,0,0,0,0,0,13,11,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,2,2,3,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,37,1,,,,,3,6,4,77,,,1,,,2,,21,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,1,4,82,180,79,203,819,0,0,4,8,0,0,2,10,13,3,3,0,2,2,10,3,3,0,0,0,48,1,3,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,6,62,2,4,0,0,0,0,0,0,0,0,,,,,,,,,,6,,,,,,17,,,65,150,51,181,,,,12,,,,1,,,,,,,,,,16,,,,,,,,,474,33,23,23,58,3,,4,Tribunal Unitario Agrario Distrito 32 ,"Avenida Independencia 114 C, Colonia La Rivera, Tuxpan, Veracruz de Ignacio de la Llave, C.P. 92870",3230189,Tuxpan,Veracruz de Ignacio de la Llave,30,Tuxpan,189,Enero/2023
Archivo_EST-33.xls,33,Enero,,1,30,31,0,0,0,30,0,29,12,20,0,0,,,,,,,,,,,,,1,,,,5,6,2,1,18,2,,,2,3,,,1,,,,,,,,,,,,,,,,,,0,0,197,37,27,29,304,447,1,3,0,171,104,0,1,4,11,16,1,2,0,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,2,3,,,,,,,,,3,50,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,2,3,71,41,22,50,170,0,0,0,1,0,0,1,14,3,0,0,7,16,1,2,3,10,0,0,0,28,3,3,1,81,0,1,1,8,0,0,0,2,0,0,0,10,0,0,0,0,0,0,499,0,24,1,5,0,0,0,0,0,0,0,0,,,,,,,,2,,,,,,1,1,1,3,16,,2,5,9,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,0,Tribunal Unitario Agrario Distrito 33 ,"Avenida Independencia 60 C, Colonia Centro, Tlaxcala, Tlaxcala, C.P. 90000",3329033,Tlaxcala ,Tlaxcala ,29,Tlaxcala ,033,Enero/2023
Archivo_EST-34.xls,34,Enero,,1,103,197,,,,103,,161,,23,105,11,1,,,,,,0,,2,,,,1,,13,,,,7,,100,,3,,,,34,,,,,,,,,,,,,,,,,,,,0,0,435,2,1,3,709,455,11,31,135,78,235,0,6,2,11,0,,,,,,,3,5,112,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,1,4,14,2,5,0,0,18,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,2,3,,1,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,,,,,,,,,,1,,,,,,,,3,1,,,,,,,3,1,,,,,,,,,5,2,,,,,,,,,115,,,,,,,1,3,,,,,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,17,1,3,139,30,21,107,337,0,0,0,29,0,0,0,20,4,1,0,0,17,1,0,0,14,0,0,0,83,7,8,1,1,0,0,0,5,1,2,0,70,0,0,0,9,0,0,0,107,104,3,861,1,99,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,2,,,,4,,7,,,1,7,,1,,,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribunal Unitario Agrario Distrito 34 ,"Domicilio: Calle 29, Nº 145, por 32 y 34, Colonia Buenavista, Mérida, Yucatán, C.P. 97127",3431050,Mérida ,Yucatán,31,Mérida ,050,Enero/2023
Archivo_EST-34A.xlsx,34-A,Enero,,1,37,12,0,0,0,37,0,37,0,12,0,0,,,,,,,,,,,,,,,,,,,12,,21,,,,3,,,,1,,,,,,,,,,,,,,,,,,0,0,53,73,41,1,394,211,0,0,67,55,69,0,0,0,3,6,0,0,0,0,0,0,3,3,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,1,1,,22,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,29,4,3,27,185,0,0,0,3,0,0,0,10,0,0,0,10,0,3,4,1,1,2,0,0,2,1,3,2,6,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,310,0,34,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,,5,,,5,5,5,1,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribunal Unitario Agrario Distrito 34-A,"Calle Cha-ká Lote 10 Manzana 4, Fraccionamiento Bosques de Campeche, C.P. 24030, San Francisco de Campeche, Campeche",34-A04002,San Francisco de Campeche,Campeche,04,San Francisco de Campeche,002,Enero/2023
Archivo_EST-35.xls,35,Enero,,1,44,19,,,,44,,39,,24,,0,,,,,,,,,1,,,,,,2,,,,3,,4,,,,4,,,,16,,,,,,,,,,9,,,,,,,,0,0,2448,594,1259,,515,69,3,9,28,75,111,1,2,1,7,4,,,,,,,10,3,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,3,5,0,0,0,0,0,62,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,5,,,,,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,,,,,,,6,1,,,,,,1,,5,,,,,,,1,,,,,,,,,,,,,,,1,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,4,4,113,63,16,26,134,0,0,0,53,0,0,0,17,5,1,0,1,4,3,3,6,5,0,0,0,125,12,11,4,8,2,3,1,10,0,0,0,6,0,0,0,3,0,0,0,3,0,0,560,3,21,13,7,0,0,0,0,0,0,0,0,,,,,,1,,,,2,,,,4,,6,,,,7,,6,,,3,9,,,,,,1,,,,,,,2,1,,,,,,,,,9,0,3,1,,,,,Tribunal Unitario Agrario Distrito 35 ,"Avenida 5 de Febrero 120, Colonia Sur Centro, Ciudad Obregón, Sonora, C.P. 85000",3526018,Ciudad Obregón ,Sonora ,26,Cajeme,018,Enero/2023
Archivo_EST-36.xls,36,Enero,,1,63,173,0,0,0,63,0,75,0,35,47,79,,,,,,,,,,,,,,,,,19,,19,,26,,,,6,,,,5,,,,,,,,,,,,,,,,,,0,0,695,100,80,5,,289,,12,37,141,131,,3,1,22,3,,,,,,,5,4,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,4,7,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,3,9,,1,,,,,,,2,,12,,,,,,2,5,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,1,11,27,121,68,152,542,0,1,8,71,0,2,11,18,20,4,1,2,3,0,0,0,2,0,0,0,41,7,4,0,34,1,0,0,13,1,0,0,3,0,0,0,51,4,0,0,2,0,0,1193,0,56,3,4,0,0,0,0,0,0,0,0,,2,,,,,1,3,,,,,,2,,2,6,25,1,4,4,1,,5,4,14,,,2,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,0,0,0,0,Tribunal Unitario Agrario Distrito 36,"Alonso de Oñate Nº 173, esq. Periférico Paseo de la República, Col. Ampliación Enrique Ramírez, Morelia, Michoacán, C.P. 58220",3616053,Morelia ,Michoacán de Ocampo,16,Morelia ,053,Enero/2023
